artist,title,album,date,lyrics,lyrics_count,lyrics_unique_count,unique_ratio,most_common_lyrics,most_common_count_lyrics
Taylor Swift,Blank Space,1989,27/10/2014,nice to meet you where you been? i could show you incredible things magic madness heaven sins saw you there and i thought oh my god look at that face you look like my next mistake love's a game wanna play? new money suit and tie i can read you like a magazine ain't it funny rumors fly and i know you heard about me so hey let's be friends i'm dying to see how this one ends grab your passport and my hand i can make the bad guys good for a weekend so it's gonna be forever or it's gonna go down in flames you can tell me when it's over if the high was worth the pain got a long list of ex-lovers they'll tell you i'm insane cause you know i love the players and you love the game cause we're young and we're reckless we'll take this way too far it'll leave you breathless or with a nasty scar got a long list of ex-lovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name cherry lips crystal skies i could show you incredible things stolen kisses pretty lies you're the king baby i'm your queen find out what you want be that girl for a month wait the worst is yet to come oh no screaming crying perfect storms i can make all the tables turn rose garden filled with thorns keep you second guessing like oh my god who is she? i get drunk on jealousy but you'll come back each time you leave cause darling i'm a nightmare dressed like a daydream so it's gonna be forever or it's gonna go down in flames you can tell me when it's over if the high was worth the pain got a long list of ex-lovers they'll tell you i'm insane cause you know i love the players and you love the game cause we're young and we're reckless we'll take this way too far it'll leave you breathless or with a nasty scar got a long list of ex-lovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name boys only want love if it's torture don't say i didn't say i didn't warn you boys only want love if it's torture don't say i didn't say i didn't warn you so it's gonna be forever or it's gonna go down in flames you can tell me when it's over if the high was worth the pain got a long list of ex-lovers they'll tell you i'm insane cause you know i love the players and you love the game cause we're young and we're reckless we'll take this way too far it'll leave you breathless or with a nasty scar got a long list of ex-lovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name,495,179,0.362,['you'],[31]
Taylor Swift,​my tears ricochet,folklore,24/07/2020,we gather here we line up weepin' in a sunlit room and if i'm on fire you'll be made of ashes too even on my worst day did i deserve babe all the hell you gave me? 'cause i loved you i swear i loved you 'til my dying day i didn't have it in myself to go with grace and you're the hero flying around saving face and if i'm dead to you why are you at the wake? cursing my name wishing i stayed look at how my tears ricochet we gather stones never knowing what they'll mean some to throw some to make a diamond ring you know i didn't want to have to haunt you but what a ghostly scene you wear the same jewels that i gave you as you bury me i didn't have it in myself to go with grace 'cause when i'd fight you used to tell me i was brave and if i'm dead to you why are you at the wake? cursing my name wishing i stayed look at how my tears ricochet and i can go anywhere i want anywhere i want just not home and you can aim for my heart go for blood but you would still miss me in your bones and i still talk to you when i'm screaming at the sky and when you can't sleep at night you hear my stolen lullabies i didn't have it in myself to go with grace and so the battleships will sink beneath the waves you had to kill me but it killed you just the same cursing my name wishing i stayed you turned into your worst fears and you're tossing out blame drunk on this pain crossing out the good years and you're cursing my name wishing i stayed look at how my tears ricochet,310,142,0.458,['you'],[21]
Taylor Swift,​invisible string,folklore,24/07/2020,green was the color of the grass where i used to read at centennial park i used to think i would meet somebody there teal was the color of your shirt when you were sixteen at the yogurt shop you used to work at to make a little money time curious time gave me no compasses gave me no signs were there clues i didn't see? and isn't it just so pretty to think all along there was some invisible string tying you to me? ooh-ooh-ooh-ooh bad was the blood of the song in the cab on your first trip to la you ate at my favorite spot for dinner bold was the waitress on our three-year trip getting lunch down by the lakes she said i looked like an american singer time mystical time cutting me open then healing me fine were there clues i didn't see? and isn't it just so pretty to think all along there was some invisible string tying you to me? ooh-ooh-ooh-ooh a string that pulled me out of all the wrong arms right into that dive bar something wrapped all of my past mistakes in barbed wire chains around my demons wool to brave the seasons one single thread of gold tied me to you cold was the steel of my axe to grind for the boys who broke my heart now i send their babies presents gold was the color of the leaves when i showed you around centennial park hell was the journey but it brought me heaven time wondrous time gave me the blues and then purple-pink skies and it's cool baby with me and isn't it just so pretty to think all along there was some invisible string tying you to me? ooh-ooh-ooh-ooh me ooh-ooh-ooh-ooh ah-ah-ah ah-ah-ah,298,149,0.5,['the'],[17]
Taylor Swift,Delicate,reputation,10/11/2017,this ain't for the best my reputation's never been worse so you must like me for me we can't make any promises now can we babe? but you can make me a drink dive bar on the east side where you at? phone lights up my nightstand in the black come here you can meet me in the back dark jeans and your nikes look at you oh damn never seen that color blue just think of the fun things we could do 'cause i like you this ain't for the best my reputation's never been worse so you must like me for me yeah i want you we can't make any promises now can we babe? but you can make me a drink is it cool that i said all that? is it chill that you're in my head? 'cause i know that it's delicate delicate is it cool that i said all that is it too soon to do this yet? 'cause i know that it's delicate isn't it? isn't it? isn't it? isn't it? isn't it? isn't it? isn't it? isn't it? delicate third floor on the west side me and you handsome your mansion with a view do the girls back home touch you like i do? long night with your hands up in my hair echoes of your footsteps on the stairs stay here honey i don't wanna share 'cause i like you this ain't for the best my reputation's never been worse so you must like me for me yeah i want you we can't make any promises now can we babe? but you can make me a drink is it cool that i said all that? is it chill that you're in my head? 'cause i know that it's delicate delicate is it cool that i said all that is it too soon to do this yet? 'cause i know that it's delicate isn't it? isn't it? isn't it? isn't it? isn't it? isn't it? isn't it? isn't it? delicate sometimes i wonder when you sleep are you ever dreaming of me? sometimes when i look into your eyes i pretend you're mine all the damn time 'cause i like you is it cool that i said all that? is it chill that you're in my head? 'cause i know that it's delicate delicate yeah i want you is it cool that i said all that is it too soon to do this yet? 'cause i know that it's delicate delicate 'cause i like you is it cool that i said all that? isn't it? isn't it? isn't it? isn't it? is it chill that you're in my head? isn't it? isn't it? isn't it? isn't it? 'cause i know that it's delicate delicate isn't it? isn't it? isn't it? isn't it? is it cool that i said all that isn't it? isn't it? isn't it? isn't it? is it too soon to do this yet? isn't it? isn't it? isn't it? isn't it? 'cause i know that it's delicate delicate,508,121,0.238,['it?'],[36]
Taylor Swift,Call It What You Want,reputation,03/11/2017,"my castle crumbled overnight i brought a knife to a gunfight they took the crown but it's alright all the liars are calling me one nobody's heard from me for months i'm doing better than i ever was 'cause my baby's fit like a daydream walking with his head down i'm the one he's walking to so call it what you want yeah call it what you want to my baby's fly like a jet stream high above the whole scene loves me like i'm brand new so call it what you want yeah call it what you want to all my flowers grew back as thorns windows boarded up after the storm he built a fire just to keep me warm all the drama queens taking swings all the jokers dressing up as kings they fade to nothing when i look at him and i know i make the same mistakes every time bridges burn i never learn at least i did one thing right i did one thing right i'm laughing with my lover making forts under covers trust him like a brother yeah you know i did one thing right starry eyes sparking up my darkest night my baby's fit like a daydream walking with his head down i'm the one he's walking to so call it what you want yeah call it what you want to my baby's fly like a jet stream high above the whole scene loves me like i'm brand new call it what you want call it what you want call it so call it what you want yeah call it what you want to i want to wear his initial on a chain round my neck chain round my neck not because he owns me but 'cause he really knows me which is more than they can say i i recall late november holding my breath slowly i said ""you don't need to save me but would you run away with me?"" yes would you run away? my baby's fit like a daydream walking with his head down i'm the one he's walking to call it what you want call it what you want call it so call it what you want yeah call it what you want to my baby's fly like a jet stream high above the whole scene loves me like i'm brand new call it what you want call it what you want call it so call it what you want yeah call it what you want to call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want yeah call it what you want to",505,152,0.301,['call'],[41]
Taylor Swift,​the last great american dynasty,folklore,24/07/2020,"rebekah rode up on the afternoon train it was sunny her saltbox house on the coast took her mind off st louis bill was the heir to the standard oil name and money and the town said ""how did a middle-class divorcée do it?"" the wedding was charming if a little gauche there's only so far new money goes they picked out a home and called it ""holiday house"" their parties were tasteful if a little loud the doctor had told him to settle down it must have been her fault his heart gave out and they said there goes the last great american dynasty who knows if she never showed up what could've been there goes the maddest woman this town has ever seen she had a marvelous time ruining everything rebekah gave up on the rhode island set forever flew in all her bitch pack friends from the city filled the pool with champagne and swam with the big names and blew through the money on the boys and the ballet and losing on card game bets with dalí and they said there goes the last great american dynasty who knows if she never showed up what could've been there goes the most shameless woman this town has ever seen she had a marvelous time ruining everything they say she was seen on occasion pacing the rocks staring out at the midnight sea and in a feud with her neighbor she stole his dog and dyed it key lime green fifty years is a long time holiday house sat quietly on that beach free of women with madness their men and bad habits and then it was bought by me who knows if i never showed up what could've been there goes the loudest woman this town has ever seen i had a marvelous time ruining everything i had a marvelous time ruining everything a marvelous time ruining everything a marvelous time i had a marvelous time",329,162,0.492,['the'],[21]
Taylor Swift,Bad Blood (Remix),Now That’s What I Call Music! 56 [US],17/05/2015,cause baby now we got bad blood you know it used to be mad love so take a look at what you've done cause baby now we got bad blood hey now we got problems and i don't think we can solve them you made a really deep cut and baby now we got bad blood hey did you have to do this? i was thinking that you could be trusted did you have to ruin what was shining now it's all rusted did you have to hit me? where i'm weak baby i couldn't breathe i rubbed it in so deep salt in the wound like you're laughing right at me oh it's so sad to think about the good times you and i cause baby now we got bad blood you know it used to be mad love so take a look at what you've done cause baby now we got bad blood hey now we got problems and i don't think we can solve them you made a really deep cut and baby now we got bad blood hey did you think we'd be fine? still got scars on my back from your knife so don't think it's in the past these kind of wounds they last and they last now did you think it all through? all these things will catch up to you and time can heal but this won't so if you come in my way just don't oh it's so sad to think about the good times you and i cause baby now we got bad blood you know it used to be mad love so take a look at what you've done cause baby now we got bad blood hey now we got problems and i don't think we can solve them you made a really deep cut and baby now we got bad blood hey band-aids don't fix bullet holes you say sorry just to show you live like that you live with ghosts band-aids don't fix bullet holes you say sorry just to show you live like that you live with ghosts if you love like that blood runs cold cause baby now we got bad blood you know it used to be mad love so take a look at what you've done cause baby now we got bad blood hey now we got problems and i don't think we can solve them you made a really deep cut and baby now we got bad blood cause now we got bad blood you know it used to be mad love so take a look at what you've done cause baby now we got bad blood now we got problems and i don't think we can solve them you made a really deep cut and baby now we got bad blood,470,115,0.245,['you'],[27]
Taylor Swift,Cruel Summer,Lover,23/08/2019,"yeah yeah yeah yeah fever dream high in the quiet of the night you know that i caught it oh yeah you're right i want it bad bad boy shiny toy with a price you know that i bought it oh yeah you're right i want it killing me slow out the window i'm always waiting for you to be waiting below devils roll the dice angels roll their eyes what doesn't kill me makes me want you more and it's new the shape of your body it's blue the feeling i've got and it's ooh whoa oh it's a cruel summer it's cool that's what i tell 'em no rules unbreakable heaven but ooh whoa oh it's a cruel summer with you hang your head low in the glow of the vending machine i'm not buying oh yeah you're right i want it you say that we'll just screw it up in these trying times we're not trying oh yeah you're right i want it so cut the headlights summer's a knife i'm always waiting for you just to cut to the bone devils roll the dice angels roll their eyes and if i bleed you'll be the last to know oh it's new the shape of your body it's blue the feeling i've got and it's ooh whoa oh it's a cruel summer it's cool that's what i tell 'em no rules unbreakable heaven but ooh whoa oh it's a cruel summer with you i'm drunk in the back of the car and i cried like a baby coming home from the bar oh said i'm fine but it wasn't true i don't wanna keep secrets just to keep you and i snuck in through the garden gate every night that summer just to seal my fate oh and i screamed for whatever it's worth ""i love you "" ain't that the worst thing you ever heard? he looks up grinning like a devil and it's new the shape of your body it's blue the feeling i've got and it's ooh whoa oh it's a cruel summer it's cool that's what i tell 'em no rules unbreakable heaven but ooh whoa oh it's a cruel summer with you i'm drunk in the back of the car and i cried like a baby coming home from the bar oh said i'm fine but it wasn't true i don't wanna keep secrets just to keep you and i snuck in through the garden gate every night that summer just to seal my fate oh and i screamed for whatever it's worth ""i love you "" ain't that the worst thing you ever heard? yeah yeah yeah yeah",447,141,0.315,['the'],[26]
Taylor Swift,Style,1989,27/10/2014,midnight you come and pick me up no headlights long drive could end in burning flames or paradise fade into view it's been a while since i have even heard from you i should just tell you to leave cause i know exactly where it leads but i watch us go round and round each time you got that james dean day dream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time cause we never go out of style we never go out of style you got that long hair slicked back white t-shirt and i got that good girl faith and a tight little skirt and when we go crashing down we come back every time cause we never go out of style we never go out of style so it goes he can't keep his wild eyes on the road takes me home lights are off he's taking off his coat i say i heard that you've been out and about with some other girl some other girl he says what you've heard it's true but i can't stop thinking about you and i i said i've been there too a few times cause you got that james dean day dream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time cause we never go out of style we never go out of style you got that long hair slicked back white t-shirt and i got that good girl faith and a tight little skirt and when we go crashing down we come back every time cause we never go out of style we never go out of style take me home just take me home just take me home you got that james dean day dream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time cause we never go out of style we never go out of style,361,120,0.332,['we'],[20]
Taylor Swift,​seven,folklore,24/07/2020,please picture me in the trees i hit my peak at seven feet in the swing over the creek i was too scared to jump in but i i was high in the sky with pennsylvania under me are there still beautiful things? sweet tea in the summer cross your heart won't tell no other and though i can’t recall your face i still got love for you your braids like a pattern love you to the moon and to saturn passed down like folk songs the love lasts so long oh and i've been meaning to tell you i think your house is haunted your dad is always mad and that must be why and i think you should come live with me and we can be pirates then you won't have to cry or hide in the closet and just like a folk song our love will be passed on please picture me in the weeds before i learned civility i used to scream ferociously any time i wanted i i sweet tea in the summer cross my heart won’t tell no other and though i can't recall your face i still got love for you pack your dolls and a sweater we'll move to india forever passed down like folk songs our love lasts so long,219,115,0.525,['i'],[15]
Taylor Swift,​this is me trying,folklore,24/07/2020,i've been having a hard time adjusting i had the shiniest wheels now they're rusting i didn't know if you'd care if i came back i have a lot of regrets about that pulled the car off the road to the lookout could've followed my fears all the way down and maybe i don't quite know what to say but i'm here in your doorway i just wanted you to know that this is me trying i just wanted you to know that this is me trying they told me all of my cages were mental so i got wasted like all my potential and my words shoot to kill when i'm mad i have a lot of regrets about that i was so ahead of the curve that the curve became a sphere fell behind all my classmates and i ended up here pouring out my heart to a stranger but i didn't pour the whiskey i just wanted you to know that this is me trying i just wanted you to know that this is me trying at least i'm trying and it's hard to be at a party when i feel like an open wound it's hard to be anywhere these days when all i want is you you're a flashback in a film reel on the one screen in my town and i just wanted you to know that this is me trying and maybe i don't quite know what to say i just wanted you to know that this is me trying at least i'm trying,261,112,0.429,['i'],[19]
Taylor Swift,Gorgeous,reputation,20/10/2017,gorgeous you should take it as a compliment that i got drunk and made fun of the way you talk you should think about the consequence of your magnetic field being a little too strong and i got a boyfriend he's older than us he's in the club doing i don't know what you're so cool it makes me hate you so much i hate you so much whiskey on ice sunset and vine you've ruined my life by not being mine you're so gorgeous i can't say anything to your face 'cause look at your face gorgeous and i'm so furious at you for making me feel this way but what can i say? you're gorgeous you should take it as a compliment that i'm talking to everyone here but you and you should think about the consequence of you touching my hand in the darkened room dark room dark room if you've got a girlfriend i'm jealous of her but if you're single that's honestly worse 'cause you're so gorgeous it actually hurts honey it hurts ocean blue eyes looking in mine i feel like i might sink and drown and die you're so gorgeous i can't say anything to your face to your face 'cause look at your face look at your face - gorgeous and i'm so furious at you for making me feel this way feel this way but what can i say? you're gorgeous you make me so happy it turns back to sad yeah there's nothing i hate more than what i can't have and you are so gorgeous it makes me so mad you make me so happy it turns back to sad yeah there's nothing i hate more than what i can't have and guess i'll just stumble on home to my cats alone unless you wanna come along oh you're so gorgeous i can't say anything to your face to your face 'cause look at your face look at your face - gorgeous and i'm so furious i'm so furious at you for making me feel this way feel this way but what can i say? i say you're gorgeous you make me so happy it turns back to sad yeah there's nothing i hate more than what i can't have and you are so gorgeous it makes me so mad you're gorgeous you make me so happy it turns back to sad yeah there's nothing i hate more than what i can't have you are so gorgeous it makes me so mad you're gorgeous,425,129,0.304,['so'],[21]
Taylor Swift,​mad woman,folklore,24/07/2020,"what did you think i'd say to that? does a scorpion sting when fighting back? they strike to kill and you know i will you know i will what do you sing on your drive home? do you see my face in the neighbor's lawn? does she smile? or does she mouth ""fuck you forever""? every time you call me crazy i get more crazy what about that? and when you say i seem angry i get more angry and there's nothing like a mad woman what a shame she went mad no one likes a mad woman you made her like that and you'll poke that bear 'til her claws come out and you find something to wrap your noose around and there's nothing like a mad woman now i breathe flames each time i talk my cannons all firin' at your yacht they say ""move on "" but you know i won't and women like hunting witches too doing your dirtiest work for you it's obvious that wanting me dead has really brought you two together every time you call me crazy i get more crazy what about that? and when you say i seem angry i get more angry and there's nothing like a mad woman what a shame she went mad no one likes a mad woman you made her like that and you'll poke that bear 'til her claws come out and you find something to wrap your noose around and there's nothing like a mad woman i'm taking my time taking my time 'cause you took everything from me watching you climb watching you climb over people like me the master of spin has a couple side flings good wives always know she should be mad should be scathing like me but no one likes a mad woman what a shame she went mad you made her like that",315,129,0.41,['you'],[21]
Taylor Swift,The Man,Lover,23/08/2019,i would be complex i would be cool they'd say i played the field before i found someone to commit to and that would be okay for me to do every conquest i had made would make me more of a boss to you i’d be a fearless leader i'd be an alpha type when everyone believes ya what's that like? i’m so sick of running as fast as i can wondering if i'd get there quicker if i was a man and i'm so sick of them coming at me again 'cause if i was a man then i'd be the man i'd be the man i'd be the man they'd say i hustled put in the work they wouldn’t shake their heads and question how much of this i deserve what i was wearing if i was rude could all be separated from my good ideas and power moves and they would toast to me oh let the players play i’d be just like leo in saint tropez i'm so sick of running as fast as i can wondering if i’d get there quicker if i was a man and i'm so sick of them coming at me again 'cause if i was a man then i'd be the man i’d be the man i'd be the man what's it like to brag about drinking and dollars and getting bitches and models? and it's all good if you're bad and it's okay if you're mad if i was out flashing my dollars i'd be a bitch not a baller they'd paint me out to be bad so it's okay that i'm mad i'm so sick of running as fast as i can wondering if i'd get there quicker if i was a man you know that and i'm so sick of them coming at me again coming at me again 'cause if i was a man if i was a man then i'd be the man then i'd be the man i'm so sick of running as fast as i can as fast as i can wondering if i'd get there quicker if i was a man hey and i'm so sick of them coming at me again coming at me again 'cause if i was a man if i was a man then i'd be the man i'd be the man i'd be the man oh i'd be the man yeah i'd be the man i'd be the man if i was a man then i'd be the man,422,122,0.289,['i'],[26]
Taylor Swift,​peace,folklore,24/07/2020,our coming-of-age has come and gone suddenly this summer it's clear i never had the courage of my convictions as long as danger is near and it's just around the corner darlin' 'cause it lives in me no i could never give you peace but i'm a fire and i'll keep your brittle heart warm if your cascade ocean wave blues come all these people think love's for show but i would die for you in secret the devil's in the details but you got a friend in me would it be enough if i could never give you peace? your integrity makes me seem small you paint dreamscapes on the wall i talk shit with my friends it's like i'm wasting your honor and you know that i'd swing with you for the fences sit with you in the trenches give you my wild give you a child give you the silence that only comes when two people understand each other family that i chose now that i see your brother as my brother is it enough? but there's robbers to the east clowns to the west i'd give you my sunshine give you my best but the rain is always gonna come if you're standin' with me but i'm a fire and i'll keep your brittle heart warm if your cascade ocean wave blues come all these people think love's for show but i would die for you in secret the devil's in the details but you got a friend in me would it be enough if i could never give you peace? would it be enough if i could never give you peace? would it be enough if i could never give you peace?,287,121,0.422,['you'],[18]
Taylor Swift,Don’t Blame Me,reputation,10/11/2017,don't blame me love made me crazy if it doesn't you ain't doin' it right lord save me my drug is my baby i'll be usin' for the rest of my life i've been breakin' hearts a long time and toyin' with them older guys just playthings for me to use something happened for the first time in the darkest little paradise shakin' pacin' i just need you for you i would cross the line i would waste my time i would lose my mind they say she's gone too far this time don't blame me your love made me crazy if it doesn't you ain't doin' it right lord save me my drug is my baby i'll be usin' for the rest of my life don't blame me your love made me crazy if it doesn't you ain't doin' it right oh lord save me my drug is my baby i'll be usin' for the rest of my life my name is whatever you decide and i'm just gonna call you mine i'm insane but i'm your baby your baby echoes of your name inside my mind halo hiding my obsession i once was poison ivy but now i'm your daisy and baby for you i would fall from grace just to touch your face if you walk away i'd beg you on my knees to stay don't blame me your love made me crazy if it doesn't you ain't doin' it right lord save me my drug is my baby i'll be usin' for the rest of my life don't blame me your love made me crazy if it doesn't you ain't doin' it right oh lord save me my drug is my baby i'll be usin' for the rest of my life i get so high oh every time yeah every time you're lovin' me you're lovin' me trip of my life oh every time yeah every time you're touchin' me you're touchin' me every time yeah every time you're lovin' me oh lord save me my drug is my baby i'd be usin' for the rest of my life usin' for the rest of my life oh don't blame me your love made me crazy if it doesn't you ain't doin' it right doin' it right no lord save me my drug is my baby i'll be usin' for the rest of my life oh don't blame me your love made me crazy if it doesn't you ain't doin' it right you ain't doin' it oh lord save me my drug is my baby i'll be usin' for the rest of my life i'll be usin' i'll be usin' i get so high oh every time yeah every time you're lovin' me you're lovin' me oh lord save me my drug is my baby i'll be usin' for the rest of my life,477,112,0.235,['my'],[35]
Taylor Swift,I Did Something Bad,reputation,10/11/2017,"i never trust a narcissist but they love me so i play 'em like a violin and i make it look oh-so-easy 'cause for every lie i tell them they tell me three this is how the world works now all he thinks about is me i can feel the flames on my skin crimson red paint on my lips if a man talks shit then i owe him nothing i don't regret it one bit 'cause he had it coming they say i did something bad ah then why's it feel so good? they say i did something bad ah but why's it feel so good? most fun i ever had ah and i'd do it over and over and over again if i could it just felt so good good ra-ta-ta-ta-ta-ta-ta-ta-ta-ta death trap ra-ta-ta-ta-ta-ta-ta-ta-ta-ta death trap ra-ta-ta-ta-ta-ta-ta-ta-ta-ta death trap death trap trap trap i never trust a playboy but they love me so i fly 'em all around the world and i let them think they saved me they never see it comin' what i do next this is how the world works you gotta leave before you get left i can feel the flames on my skin he says ""don't throw away a good thing"" but if he drops my name then i owe him nothin' and if he spends my change then he had it comin' they say i did something bad ah then why's it feel so good? they say i did something bad ah but why's it feel so good? most fun i ever had ah and i'd do it over and over and over again if i could it just felt so good good ra-ta-ta-ta-ta-ta-ta-ta-ta-ta death trap ra-ta-ta-ta-ta-ta-ta-ta-ta-ta death trap it just felt so good ra-ta-ta-ta-ta-ta-ta-ta-ta-ta death trap death trap trap trap they're burning all the witches even if you aren't one they got their pitchforks and proof their receipts and reasons they're burning all the witches even if you aren't one so light me up light me up light me up light me up light me up go ahead and light me up light me up light me up light me up light me up light me up light me up light me up light me up they say i did something bad ah oh then why's it feel so good? so good they say i did something bad ah but why's it feel so good? good most fun i ever had most fun i ever had and i'd do it over and over and over again if i could it just felt so good good good ra-ta-ta-ta-ta-ta-ta-ta-ta-ta death trap ra-ta-ta-ta-ta-ta-ta-ta-ta-ta oh you say i did something bad you say i did something bad then why's it feel so good good? so bad why's it feel so good? why's it feel why's it feel so good? bad it just felt so good good",481,124,0.258,['i'],[28]
Taylor Swift,Dress,reputation,10/11/2017,our secret moments in a crowded room they got no idea about me and you there is an indentation in the shape of you made your mark on me a golden tattoo all of this silence and patience pining and anticipation my hands are shaking from holding back from you ah ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha ha say my name and everything just stops i don't want you like a best friend only bought this dress so you could take it off take it off ha ha ha carve your name into my bedpost 'cause i don't want you like a best friend only bought this dress so you could take it off take it off ha ha ha ha inescapable i'm not even gonna try and if i get burned at least we were electrified i'm spilling wine in the bathtub you kiss my face and we're both drunk everyone thinks that they know us but they know nothing about all of this silence and patience pining and anticipation my hands are shaking from holding back from you ah ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha ha say my name and everything just stops i don't want you like a best friend only bought this dress so you could take it off take it off ha ha ha carve your name into my bedpost 'cause i don't want you like a best friend only bought this dress so you could take it off take it off only bought this dress so you could take it off take it off only bought this dress so you could take it off flashback when you met me your buzzcut and my hair bleached even in my worst times you could see the best of me flashback to my mistakes my rebounds my earthquakes even in my worst light you saw the truth in me and i woke up just in time now i wake up by your side my one and only my lifeline i woke up just in time now i wake up by your side my hands shake i can't explain this aha ha ha ha say my name and everything just stops i don't want you like a best friend only bought this dress so you could take it off take it off ha ha ha carve your name into my bedpost cause i don't want you like a best friend only bought this dress so you could take it off take it off ha ha ha there is an indentation in the shape of you only bought this dress so you could take it off you made your mark on me golden tattoo only bought this dress so you could take it off,487,127,0.261,['you'],[26]
Taylor Swift,​mirrorball,folklore,24/07/2020,i want you to know i'm a mirrorball i'll show you every version of yourself tonight i'll get you out on the floor shimmering beautiful and when i break it's in a million pieces hush when no one is around my dear you'll find me on my tallest tip-toes spinning in my highest heels love shining just for you hush i know they said the end is near but i'm still on my tallest tip-toes spinning in my highest heels love shining just for you i want you to know i'm a mirrorball i can change everything about me to fit in you are not like the regulars the masquerade revelers drunk as they watch my shattered edges glisten hush when no one is around my dear you'll find me on my tallest tip-toes spinning in my highest heels love shining just for you hush i know they said the end is near but i'm still on my tallest tip-toes spinning in my highest heels love shining just for you and they called off the circus burned the disco down when they sent home the horses and the rodeo clowns i'm still on that tightrope i'm still trying everything to get you laughing at me i'm still a believer but i don't know why i've never been a natural all i do is try try try i'm still on that trapeze i'm still trying everything to keep you looking at me because i'm a mirrorball i'm a mirrorball and i'll show you every version of yourself tonight,257,101,0.393,['you'],[12]
Taylor Swift,​hoax,folklore,24/07/2020,"my only one my smoking gun my eclipsed sun this has broken me down my twisted knife my sleepless night my winless fight this has frozen my ground stood on the cliffside screaming ""give me a reason"" your faithless love's the only hoax i believe in don't want no other shade of blue but you no other sadness in the world would do my best laid plan your sleight of hand my barren land i am ash from your fire stood on the cliffside screaming ""give me a reason"" your faithless love's the only hoax i believe in don't want no other shade of blue but you no other sadness in the world would do you know i left a part of me back in new york you knew the hero died so what's the movie for? you knew it still hurts underneath my scars from when they pulled me apart you knew the password so i let you in the door you knew you won so what's the point of keeping score? you knew it still hurts underneath my scars from when they pulled me apart but what you did was just as dark ah ah ah darling this was just as hard as when they pulled me apart my only one my kingdom come undone my broken drum you have beaten my heart don't want no other shade of blue but you no other sadness in the world would do",242,104,0.43,['my'],[15]
Taylor Swift,The Archer,Lover,23/07/2019,combat i'm ready for combat i say i don't want that but what if i do? 'cause cruelty wins in the movies i've got a hundred thrown-out speeches i almost said to you easy they come easy they go i jump from the train i ride off alone i never grew up it's getting so old help me hold on to you i've been the archer i've been the prey who could ever leave me darling but who could stay? dark side i search for your dark side but what if i'm alright right right right here? and i cut off my nose just to spite my face then hate my reflection for years and years i wake in the night i pace like a ghost the room is on fire invisible smoke and all of my heroes die all alone help me hold on to you i've been the archer i've been the prey screaming who could ever leave me darling but who could stay? i see right through me i see right through me 'cause they see right through me they see right through me they see right through can you see right through me? they see right through they see right through me i see right through me i see right through me all the king's horses all the king's men couldn't put me together again 'cause all of my enemies started out friends help me hold on to you i've been the archer i've been the prey who could ever leave me darling but who could stay? i see right through me i see right through me who could stay? who could stay? who could stay? you could stay you could stay combat i'm ready for combat,291,108,0.371,['i'],[17]
Taylor Swift,Getaway Car,reputation,10/11/2017,"no nothing good starts in a getaway car it was the best of times the worst of crimes i struck a match and blew your mind but i didn't mean it and you didn't see it the ties were black the lies were white in shades of grey in candlelight i wanted to leave him i needed a reason x marks the spot where we fell apart he poisoned the well i was lyin' to myself i knew it from the first old fashioned we were cursed we never had a shot gunshot in the dark you were drivin' the getaway car we were flyin' but we'd never get far don't pretend it's such a mystery think about the place where you first met me ridin' in a getaway car there were sirens in the beat of your heart i shoulda known i'd be the first to leave think about the place where you first met me in a getaway car oh-oh no they never get far oh-ahh no nothing good starts in a getaway car it was the great escape the prison break the light of freedom on my face but you weren't thinkin' and i was just drinkin' well he was runnin' after us i was screamin' ""go go go "" but with three of us honey it's a sideshow and a circus ain't a love story and now we're both sorry we're both sorry x marks the spot where we fell apart he poisoned the well every man for himself i knew it from the first old fashioned we were cursed it hit you like a shotgun shot to the heart you were drivin' the getaway car we were flyin' but we'd never get far don't pretend it's such a mystery think about the place where you first met me ridin' in a getaway car there were sirens in the beat of your heart i shoulda known i'd be the first to leave think about the place where you first met me in a getaway car oh-oh no they never get far oh-ahh no nothing good starts in a getaway car we were jet-set bonnie and clyde until i switched to the other side to the other si-i-i-i-ide it's no surprise i turned you in 'cause us traitors never win i'm in a getaway car i left you in a motel bar put the money in a bag and i stole the keys that was the last time you ever saw me drivin' the getaway car we were flyin' but we never get far don't pretend don't pretend it's such a mystery think about the place where you first met me ridin' in a getaway car there were sirens in the beat of your heart should've known i shoulda known i'd be the first to leave think about the place where you first met me in a getaway car oh-oh no they never get far oh-ahh no nothing good starts in a getaway car i was ridin' in a getaway car i was cryin' in a getaway car i was dyin' in a getaway car said goodbye in a getaway car ridin' in a getaway car i was cryin' in a getaway car i was dyin' in a getaway car said goodbye in a getaway car",549,163,0.297,['the'],[35]
