artist,title,album,date,lyrics,lyrics_count,lyrics_unique_count,unique_ratio,most_common_lyrics,most_common_count_lyrics
Kendrick Lamar,How Much a Dollar Cost,To Pimp a Butterfly,15/03/2015,"how much a dollar really cost? the question is detrimental paralyzin' my thoughts parasites in my stomach keep me with a gut feeling y'all gotta see how i'm chillin' once i park this luxury car hopping out feeling big as mutombo 20 on pump six dirty marcellus called me dumbo 20 years ago can't forget now i can lend all my ear or two how to stack these residuals tenfold the liberal concept of what men'll do 20 on 6 he didn't hear me indigenous african only spoke zulu my american tongue was slurry walked out the gas station a homeless man with a silly tan complexion asked me for ten rand stressin' about dry land deep water powder blue skies that crack open a piece of crack that he wanted i knew he was smokin' he begged and pleaded asked me to feed him twice i didn't believe it told him ""beat it"" contributin' money just for his pipe i couldn't see it he said ""my son temptation is one thing that i've defeated listen to me i want a single bill from you nothin' less nothin' more"" i told him i ain't have it and closed my door tell me how much a dollar cost it's more to feed your mind water sun and love the one you love all you need the air you breathe he's starin' at me in disbelief my temper is buildin' he's starin' at me i grab my key he's starin' at me i started the car then i tried to leave and somethin' told me to keep it in park until i could see the reason why he was mad at a stranger like i was supposed to save him like i'm the reason he's homeless and askin' me for a favor he's starin' at me his eyes followed me with no laser he's starin' at me i notice that his stare is contagious cause now i'm starin' back at him feelin' some type of disrespect if i could throw a bat at him it'd be aimin' at his neck i never understood someone beggin' for goods askin' for handouts takin' it if they could and this particular person just had it down pat starin' at me for the longest until he finally asked have you ever opened up exodus 14? a humble man is all that we ever need tell me how much a dollar cost it's more to feed your mind water sun and love the one you love all you need the air you breathe guilt trippin' and feelin' resentment i never met a transient that demanded attention they got me frustrated indecisive and power trippin' sour emotions got me lookin' at the universe different i should distance myself i should keep it relentless my selfishness is what got me here who the fuck i'm kiddin'? so i'ma tell you like i told the last bum crumbs and pennies i need all of mines and i recognize this type of panhandlin' all the time i got better judgement i know when nigga's hustlin' keep in mind when i was strugglin' i did compromise now i comprehend i smell grandpa's old medicine reekin' from your skin moonshine and gin nigga your babblin' your words ain't flatterin' i'm imaginin' denzel be lookin' at o'neal cause now i'm in sad thrills your gimmick is mediocre the jig is up i seen you from a mile away losin' focus and i'm insensitive and i lack empathy you looked at me and said ""your potential is bittersweet"" i looked at him and said ""every nickel is mines to keep"" he looked at me and said ""know the truth it'll set you free you're lookin' at the messiah the son of jehova the higher power the choir that spoke the word the holy spirit the nerve of nazareth and i'll tell you just how much a dollar cost the price of having a spot in heaven embrace your loss i am god"" i wash my hands i said my grace what more do you want from me? tears of a clown guess i'm not all what is meant to be shades of grey will never change if i condone turn this page help me change so right my wrongs",714,346,0.485,['i'],[35]
Kendrick Lamar,These Walls,To Pimp a Butterfly,13/10/2015,"i remember you was conflicted misusing your influence sometimes i did the same if these walls could talk if these walls could talk if these walls could talk if these walls could talk if these walls could talk if these walls could talk sex she just want to close her eyes and sway if you if you if you exercise your right to work it out its true its true its true shout out to the birthday girls say hey say hey everyone deserves a night to play and shes plays only when you tell her no if these walls could talk i can feel your reign when it cries gold lives inside of you if these walls could talk i love it when i'm in it i love it when i'm in it if these walls could talk they'd tell me to swim good no boat i float better than he would no life jacket i'm not the guard in nazareth but your flood can be misunderstood wall telling me they full of pain resentment need someone to live in them just to relieve tension me? i'm just a tenant my lord said these walls vacant more than a minute these walls are vulnerable exclamation interior pink color coordinated i interrogated every nook and cranny i mean its still amazing before they couldn't stand me these walls want to cry tears these walls happier when i'm here these walls never could hold up everytime i come around demolition might crush if these walls could talk i can feel your reign when it cries gold lives inside of you if these walls could talk i love it when i'm in it i love it when i'm in it if these walls could talk they'd tell me to go deep yelling at me continuously i can see your defense mechanism is my decision knock these walls down that's my religion walls feeling like they ready to close in i suffocate then catch my second wind i resonate in these walls i don't know how long i can wait in these walls i've been on these streets too long looking at you from the outside in they sing the same old song about how they walls are always the cleanest i beg to differ i must've missed them i'm not involved i'd rather diss them i'd rather call all you put your wall up cause when i come around demolition gon' crush if these walls could talk i can feel your reign when it cries gold lives inside of you if these walls could talk i love it when i'm in it i love it when i'm in it if your walls could talk they'd tell you it's too late your destiny accepted your fate burn accessories and stash them where they are take the recipe the bible and god wall telling you that commissary is low race wars happening no calling co no calling your mother to save you homies say to you you're reputable not acceptable your behavior is sammy da bull like a killer that turned snitch walls is telling me you a bitch you pray for appeals hoping the warden could afford them that sentence so important walls telling you to listen to ""sing about me"" retaliation is strong you even dream about me killed my homeboy and god spared your life dumb criminal got indicted the same night so when you play this song rewind the first verse about me abusing my power so you can hurt about me and her in the shower whenever she horny about me and her in the after hours of the morning about her baby daddy currently serving life and how she think about you until we meet up at night about the only girl that cared about you when you asked her and how she fucking on a famous rapper walls could talk i remember you was conflicted misusing your influence sometimes i did the same abusing my power full of resentment resentment that turned into a deep depression found myself screaming in a hotel room",686,277,0.404,['walls'],[28]
Kendrick Lamar,Hood Politics,To Pimp a Butterfly,15/03/2015,"k dot pick up the phone nigga every time i call its going to voice mail don't tell me they got you on some weirdo rap shit nigga no socks and skinny jeans and shit call me on shaniqua's phone i been a-1 since day one you niggas boo boo your home boy your block that you're from boo boo lil hoes you went to school with boo boo baby mama and your new bitch boo boo we was in the hood 14 with the deuce deuce 14 years later going hard like we used to on the dead homies on the dead homies i don't give a fuck about no politics in rap my nigga my lil homie stunna deuce ain't never comin' back my nigga so you better go hard every time you jump on wax my nigga fuck what they talkin' bout your shit is where its at my nigga came in this game you stuck your fangs in this game you wore no chain in this game your hood your name in this game now you double up time to bubble up the bread and huddle up stickin' to the scripts now here if them benjamin's go cuddle up skip hop trip drop flip flop with the white tube sock it goes ""sherm sticks burn this"" thats what the product smells like when the chemicals mix 50 nigga salute out the compton zoo with the extras el cos monte carlos road kings and dressers rip ridaz p-funkers mexicans they fuck with you asians they fuck with you nobody can fuck with you i been a-1 since day one you niggas boo boo your home boy your block that you're from boo boo lil hoes you went to school with boo boo baby mama and your new bitch boo boo we was in the hood 14 with the deuce deuce 14 years later going hard like we used to on the dead homies on the dead homies hopped out the caddy just got my dick sucked the little homies called they said ""the enemies done cliqued up"" oh yeah? puto want to squabble with mi barrio? oh yeah? tell 'em they can run it for the cardio oh yeah? everythin' is everythin' it's scandalous slow motion for the ambulance the project filled with cameras the lapd gamblin' scramblin' football numbers slanderin' niggas name on paper you snitched all summer streets don't fail me now they tell me it's a new gang in town from compton to congress set trippin' all around ain't nothin' new but a flow of new democrips and rebloodlicans red state versus a blue state which one you governin'? they give us guns and drugs call us thugs make it they promise to fuck with you no condom they fuck with you obama say ""what it do?"" i been a-1 since day one you niggas boo boo your home boy your block that you're from boo boo lil hoes you went to school with boo boo baby mama and your new bitch boo boo we was in the hood 14 with the deuce deuce 14 years later going hard like we used to on the dead homies on the dead homies everybody want to talk about who this and who that who the realest and who wack or who white or who black critics want to mention that they miss when hip hop was rappin' motherfucker if you did then killer mike'd be platinum y'all priorities are fucked up put energy in wrong shit hennessy and crown vic my memory been gone since don't ask about no camera back at award shows no don't ask about my bitch no don't ask about my foes 'less you askin' me about power yeah i got a lot of it i'm the only nigga next to snoop that can push the button had the coast on standby k dot what up? i heard they opened up pandora's box i box em all in by a landslide nah homie we too sensitive it spill out to the streets i make the call and get the coast involved then history repeats but i resolved inside that private hall while sitting down with jay he said ""it's funny how one verse could fuck up the game"" i been a-1 since day one you niggas boo boo i remember you was conflicted misusing your influence sometimes i did the same abusing my power full of resentment resentment that turned into a deep depression found myself screaming in a hotel room i didn't want to self-destruct the evils of lucy was all around me so i went running for answers until i came home but that didn't stop survivors guilt going back and forth trying to convince my self the stripes i earned or maybe how a-1 my foundation was but while my loved ones was fighting a continuous war back in the city i was entering a new one",828,353,0.426,['the'],[38]
Kendrick Lamar,The Recipe,"good kid, m.A.A.d city (Deluxe Version)",03/04/2012,every morning when i wake up uh money on my mind good times and get caked up uh sunshine coming through my blinds i'm living but really though it's never enough 10 milli on that's a must living in california everybody wanna visit for women weed and weather they come for women weed and weather for the women weed and weather from all around the world for the women weed and weather these n*ggas'll kill for that put it in your grill for that still everybody gotta build for that; me? i make mills off that how the f*ck can't y'all see i ride when i drive down the block and you look outside h-a-t-e in your eyes i enter big money for the enterprise it's a beautiful day i guess for a b*tch to roll with andre i guess roll it up baby come lift that dress then roll it up for me when i'm stressed you might catch me in atlanta looking like a boss new orleans and then miami party in new york texas i be screwed up chi town i be really pimping but nothing like my hometown i'm forever living women weed and weather they come for women weed and weather for the women weed and weather from all around the world for the women weed and weather got that women weed and weather yo it sound clever come and play what more can i say? welcome to la my n*gga said he wanna fly out to get him - some 3 w's only for a three day run b*tch take them motherf*cking panties off you ain't no - nun sh*t i be living in the sky every time i ride by them hoes ribbon in the sky on the radio cause stevie know i control let it breathe i control california living 'til i am old you want to be one to peak on the chart so the peons can be gone and pee on their hearts she in the coupe she in the neon cause she on the bs before we can start f*ck with a n*gga ride with a n*gga let 'em know the priority order me hennessy and for my n*ggas og killa call it jason voorhees boy he on his job boy he sure be having the marks on they mark pretty b*tches and tire marks let 'em inhale them pipe exhausts let 'em reveal how much it cost for this life controlling my vice no way hell no uh uh if i'm wrong then i don't wanna be right you want to be one to peak on the chart so the peons can be gone and pee on their hearts women weed weather it's not my fault that it's 82 degrees and my top peeled off you might catch me in atlanta looking like a boss new orleans and then miami party in new york texas i be screwed up chi town i be really pimping but nothing like my hometown i'm forever living women weed and weather they come for women weed and weather for the women weed and weather from all around the world for the women weed and weather got that women weed and weather yo it sound clever come and play what more can i say? welcome to la known for that homegrown where i come from smoke one palm trees double d's got 'em topless in the sun i shall proceed that's me muthaf*ck your opinion how many ways am i killing 'em sh*t right around a billion we on it that mean we living for the moment that mean she'll f*ck 'til the morning time and i got time and i know that i'm in a position of controlling anything i buy that ocean i'm a boss i'll buy that ocean ain't nobody f*cking with this they want that sh*t they often fiend i give it to 'em but in between my time i gotta tie shoestrings life's a trip when you want these things i often slip and then i lean toward 3 w's in life you know blowjob need an application eating pussy make appetite and yeah my type i like 'em brown just like my drink the f*ck you think i don't f*ck wit' no hand me downs see if you f*ck then it's after me you know how much i'ma make it work? you know her dress slip it in her purse when you discussed your love for lust just make sure you visit here first cali you might catch me in atlanta looking like a boss new orleans and then miami party in new york texas i be screwed up chi town i be really pimping but nothing like my hometown i'm forever living women weed and weather they come for women weed and weather for the women weed and weather from all around the world for the women weed and weather got that women weed and weather yo it sound clever come and play what more can i say? welcome to la,845,290,0.343,['and'],[36]
Kendrick Lamar,FEEL.,DAMN.,14/04/2017,ain't nobody prayin' for me ain't nobody prayin' for me ain't nobody prayin' for me ain't nobody prayin' for me i feel like a chip on my shoulders i feel like i'm losin' my focus i feel like i'm losin' my patience i feel like my thoughts in the basement feel like i feel like you're miseducated feel like i don't wanna be bothered i feel like you may be the problem i feel like it ain't no tomorrow fuck the world the world is ending i'm done pretendin' and fuck you if you get offended i feel like friends been overrated i feel like the family been fakin' i feel like the feelings are changin' feel like my daughter compromised and jaded feel like you wanna scrutinize how i made it feel like i ain't feelin' you all feel like removin' myself no feelings involved i feel for you i've been in the field for you it's real for you right? shit i feel like ain't nobody prayin' for me ain't nobody prayin' for me ain't nobody prayin' for me ain't nobody prayin' i feel niggas been out of pocket i feel niggas tappin' they pockets i feel like debated on who the greatest can stop it i am legend i feel like all of y'all is peasants i feel like all of y'all is desperate i feel like all it take is a second to feel like mike jordan whenever holdin' a real mic i ain't feelin' your presence feel like i'ma learn you a lesson feel like only me and the music though i feel like your feelin' ain't mutual i feel like the enemy you should know feel like the feelin' of no hope the feelin' of bad dope a quarter ounce manipulated from soap the feelin' the feelin' of false freedom i'll force feed 'em the poison that fill 'em up in the prison i feel like it's just me look i feel like i can't breathe look i feel like i can't sleep look i feel heartless often off this feelin' of fallin' of fallin' apart with darkest hours lost it fillin' the void of bein' employed with ballin' streets is talkin' fillin' the planks with coffins fill up the banks with dollars fill up the graves with fathers fill up the babies with bullshit internet blogs and pulpit fill 'em with gossip i feel like this gotta be the feelin' what pac was the feelin' of an apocalypse happenin' but nothin' is awkward the feelin' won't prosper the feelin' is toxic i feel like i'm boxin' demons monsters false prophets schemin' sponsors industry promises niggas bitches honkies crackers compton church religion token blacks and bondage lawsuit visits subpoena served in concert fuck your feelings i mean this for imposters i can feel it the phoenix sure to watch us i can feel it the dream is more than process i can put a regime that forms a likeness i can feel it the scream that haunts our logic i feel like say some i feel like take some i feel like skatin' off i feel like waitin' for 'em maybe it's too late for 'em i feel like the whole world want me to pray for 'em but who the fuck prayin' for me? ain't nobody prayin' for me who prayin' for me? ain't nobody prayin',563,223,0.396,['feel'],[44]
Kendrick Lamar,LUST.,DAMN.,14/04/2017,"i need some water somethin' came over me way too high to simmer down might as well overheat too close to comfort as blood rush my favorite vein heart beat racin' like a junkie's i just need you to want me am i askin' too much? let me put the head in ooh i don't want more than that girl i respect the cat i promise just a touch let me put the head in ""it's okay "" she said ""it's okay"" yeah i need everybody's motherfuckin' hands up right now i need everybody's motherfuckin' door and his nike air rattles rush the fire exit no time for battles well i i never expected this that new new shit this that new new shit wake up in the mornin' thinkin' 'bout money kick your feet up watch you a comedy take a shit then roll some weed up go hit you a lick go fuck on a bitch don't go to work today cop you a fit maybe some cakes and make you door in his nike air rattles rush the fire exit no time for battles well i i never expected wake up in the mornin' thinkin' 'bout money kick your feet up watch you a comedy hol' up wake up in the mornin' thinkin' 'bout money kick your feet up watch you a comedy take a shit then roll some weed up go hit you a lick go fuck on a bitch don't go to work today cop you a fit or maybe some kicks and make it work today hang with your homies stunt on your baby mama sip some lean go get a pistol shoot out the window bet your favorite team play you some madden go to the club or your mama house whatever you doin' just make it count i need some water wake up in the mornin' thinkin' 'bout money kick your feet up hop in the shower put on your makeup lace your weave up touchin' yourself call up your nigga tell him he ain't shit credit card scam get you a visa make him pay your rent hop on the 'gram flex on the bitches that be hatin' on you pop you a pill call up your bitches have 'em waitin' on you go to the club have you some fun make that ass bounce it's whatever just make it count i need some water somethin' came over me way too high to simmer down might as well overheat too close to comfort as blood rush my favorite vein heart beat racin' like a junkie's i just need you to want me am i askin' too much? let me put the head in ooh i don't want more than that girl i respect the cat i promise just a touch let me put the head in ""it's okay "" she said ""it's okay"" i wake in the mornin' my head spinnin' from the last night both in the trance feelings i did what a fast life manager called the lobby called it's 11:30 did this before promised myself i'd be a hour early room full of clothes bag full of money call it loose change fumbled my jewelry 100k i lost a new chain hop on the bird hit the next city for another m take me a nap and do it again we all woke up tryna tune to the daily news lookin' for confirmation hopin' election wasn't true all of us worried all of us buried and the feeling's deep none of us married to his proposal make us feel cheap stealed and sad distraught and mad tell the neighbor 'bout it think they agree parade the streets with your voice proudly time passin' things change revertin' back to our daily programs stuck in our ways drones lately i feel like i been lusting over the fame lately we lust on the same routine of shame lately lately lately my lust been hiding lately lately it's all contradiction lately i'm not here lately i lust over self lust turn into fear lately in james 4:4 says friend of the world is enemy of the lord brace yourself lust is all yours i need some water somethin' came over me way too high to simmer down might as well overheat too close to comfort that blood rush my favorite thing heart beat racin' like a junkie's i just need you to want me am i askin' too much? let me put the head in ooh i don't want more than that girl i respect the cat i promise just a touch let me put the head in ""it's okay "" she said ""it's okay""",784,281,0.358,['the'],[35]
Kendrick Lamar,YAH.,DAMN.,14/04/2017,"new shit new kung fu kenny i got so many theories and suspicions i'm diagnosed with real nigga conditions today is the day i follow my intuition keep the family closeget money fuck bitches i double parked the aston in the red my mama told me that i'ma work myself to death my girl told me don't let these hoes get in my head my world been ecstatic i checked the signal that read buzzin' radars is buzzin' yah yah yah yah yah yah yah yah yah yah buzzin' radars is buzzin' yah yah yah yah yah yah yah yah yah yah interviews wanna know my thoughts and opinions fox news wanna use my name for percentage my latest muse is my niece she's worth livin' see me on the tv and scream ""that's uncle kendrick"" yeah that's the business somebody tell geraldo this nigga got some ambition i'm not a politician i'm not 'bout a religion i'm a israelite don't call me black no mo' that word is only a color it ain't facts no mo' my cousin called my cousin carl duckworth said ""know my worth"" and deuteronomy say that we all been cursed i know he walks the earth but it's money to get bitches to hit yah zeroes to flip temptation is yah first on my list i can't resist yah everyone together now know that we forever buzzin' radars is buzzin' yah yah yah yah yah yah yah yah yah yah buzzin' radars is buzzin' yah yah yah yah yah yah yah yah",258,139,0.539,['yah'],[41]
Kendrick Lamar,GOD.,DAMN.,14/04/2017,this what god feel like yeah laughing to the bank like aha yeah flex on swole like aha yeah you feel some type of way then aha yeah ever since a young man all i want to be was a gunman shooting up the charts better run man ya'll gotta see that i won man slick as el debarge with the finger waves work it jt handle bars like a fade watch me work it jt i'm at large running plays like a circuit jt i'm selling verses jay z watch me work it jt look look hold up don't judge me my mama caught me with a strap don't judge me i was young fucking all the brats don't judge me aiming at your head for a stack don't judge me don't judge me now my home got a valley peak don't judge me if i press your line you a freak don't judge me won't you tell a friend y'all gon' see this what god feel like yeah laughing to the bank like aha yeah flex on swole like aha yeah you feel some type of way then aha yeah fuck is you talking to? aye do you know who you talking to? slide on you like fallen drapes god toss full of carnivals i kill 'em with kindness or i kill 'em with diamonds or i put up like fifteen hundred get your ass killed by the finest everything life is a gamble nothing in life i can't handle seen it all done it all felt pain more for the cars i done put blood on sword everything i do is to embrace y'all everything i write is a damn eight ball everything i touch is a damn gold mine everything i say is from an angel i don't rush shit fuck shit always your shit my shit cannonballs to ignite shit morning to the night shift i'm on i ain't sorry for it ask for a piece of mine you charged me for it i wanna see sometimes if you ignore it i'm in the streets sometimes and can't afford it i got a bad habit levitate ducking haters oh my my heart is rich my heart is famous this what god feel like yeah this what god feel like laughing to the bank like aha this what god feel like yeah this what god feel like flex on swole like aha this what god feel like yeah this what god feel like you feel some type of way then aha this what god feel like this what god feel like yeah this what god feel like this what god feel like,446,177,0.397,['like'],[22]
Kendrick Lamar,For Free? (Interlude),To Pimp a Butterfly,15/03/2015,fuck you motherfucker you a ho-ass nigga i don't know why you trying to go big nigga you ain't shit walking around like you god's gift to earth nigga you ain't shit you ain't even buy me no outfit for the fourth i need that brazilian wavy twenty eight inch you playin' i shouldn't be fuckin' with you anyway i need a baller ass boss ass nigga you'se a off brand ass nigga everybody know it your homies know it everybody fuckin' know fuck you nigga don't call me no more you won't know you gonna lose on the good bitch my other nigga is on you off what the fuck is really going on? this dick ain't free you lookin' at me like it ain't a receipt like i never made end's meet eatin' your leftovers and raw meat this dick ain't free livin' in captivity raised my cap salary celery tellin' me green is all i need evidently all i seen was spam and raw sardines this dick ain't free i mean baby you really think we could make a baby named mercedes without a mercedes benz and twenty four inch rims five percent tint and air conditioning vents hell fuckin' naw this dick ain't free i need forty acres and a mule not a forty ounce and a pitbull bullshit matador matador had the door knockin' whose that? genital's best friend this dick ain't free pity the fool that made the pretty in you prosper titty juice and pussy lips kept me obnoxious kept me up watchin' pornos and poverty apology? no watch you volunteer it it while people less fortunate like myself every dog has it's day now doggy style shall help this dick ain't free matter fact it need interest matter fact it's nine inches matter fact see our friendship based on business pension more pension you're pinchin' my consensus been relentless fuck forgiveness fuck your feelings fuck your sources all distortion if you fuck it's more abortion more divorce court and portion my check with less endorsement left me dormant dusted doomed disgusted forced with fuck you think is bullshit porcelain pipes pressure bust 'em twice choice is deaf a state of decapitated the horseman oh america you bad bitch i the picked cotton that made you rich now my dick ain't free i'mma get my uncle sam to fuck you up you ain't no king,402,222,0.552,['you'],[23]
Kendrick Lamar,Real,"good kid, m.A.A.d city (Deluxe Version)",22/10/2012,"i do what i wanna do i say what i wanna say when i feel and i look in the mirror and know i'm there with my hands in the air i'm proud to say yea i'm real i'm real i'm really really real i'm real i'm real i'm really really real i'm real i'm real i'm really really real i'm real i'm real i'm really really real i promise that i know you very well your eyes never lie even if they tell sweet lullabies that come with a smell of a dozen roses flippin' down the green hill you living in a world that come with plan b cause plan a never relay a guarantee and plan c never could say just what it was and your plans only can pan around love you love him you love them you love her you love so much you love when love hurts you love red-bottom and gold they say queen you love hand-bag on the waist of your jean you love french tip and trip that pay for you love bank slip that tell you we paid more you love a good hand whenever the card dealt but what love got to do with it when you don't love yourself i do what i wanna do i say what i wanna say when i feel and i look in the mirror and know i'm there with my hands in the air i'm proud to say yea i'm real i'm real i'm really really real i'm real i'm real i'm really really real i'm real i'm real i'm really really real i'm real i'm real i'm really really real cause before you know it everything's gone i promise that i know you very well your eyes never lie even if they fell out the sky and your optics turn stale where they mow that's green i can see you fit the bill of living in a world that come with plan b cause plan a only can make another mistake and you can't see success coming from plan c when it all breaks you you still say you're lovely and love them and love when you love her you love so much you love when love hurts you love fast cars and dead presidents old you love fast women you love keepin' control of everything that you love you love beef you love streets you love runnin' duckin' police you love your hood might even love it to death but what love got to do with it when you don't love yourself? i do what i wanna do i say what i wanna say when i feel and i look in the mirror and know i'm there with my hands in the air i'm proud to say yea i'm real i'm real i'm really really real i'm real i'm real i'm really really real i'm real i'm real i'm really really real i'm real i'm real i'm really really real cause before you know it everything's gone the reason why i know you very well cause we have the same eyes can't you tell the days i tried to cover up and conceal my pride it only made it harder for me to deal when living in a world that come with plan b a scapegoat cause plan a don't come free and plan c just an excuse like because or the word ""but"" but what if i got love i love them i love when i love her i love so much i love when love hurts i love first verse cause you're the girl i attract i love second verse cause you're the homie they packed burning like a stove top they love cooking from scratch i love what the both of you have to offer in fact i love it so much i don't love anything else but what love got to do with it when i don't love myself to the point i should hate everything i do love should i hate living my life inside the club should i hate her for watching me for that reason should i hate him for telling me that i'm season should i hate them for telling me ball out should i hate street credibility i'm talkin' about hatin' all money power respect in my will or hatin' the fact none of that sh*t make me real ""i ain't trippin' off that dominos anymore just calling sorry to hear what happen to your homeboy but don't learn the hard way like i did homie any n*gga can kill a man that don't make you a real n*gga realness is responsibility realness is taking care of your motherf*cking family realness is god n*gga"" i do what i wanna do i say what i wanna say when i feel and i look in the mirror and know i'm there with my hands in the air i'm proud to say yea i'm real i'm real i'm really really real i'm real i'm real i'm really really real i'm real i'm real i'm really really real i'm real i'm real i'm really really real cause before you know it everything's gone ""alright that's all i wanted to tell you ust make sure you call us back when you get this message here go your momma "" ""boy you better have my jawn on full all this time you done had my damn car but look i ain't trippin' ook the neighbors say they seen you and your little friends over there by the food4less and they was preaching to you over there telling you about the good book because right about now that's what ya'll need oh and top dawg called the house too i guess they want you and dave to come to the studio but look you take this music business serious and put out something me and your dad can step to sh*t you know we from chicago you know that's what we do "" sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you sing my song it's all for you ""if i don't hear from you by tomorrow i hope you come back and learn from your mistakes come back a man tell your story to these black and brown kids in compton let 'em know you was just like them but you still rose from that dark place of violence becoming a positive person but when you do make it give back with your words of encouragement and that's the best way to give back to your city and i love you kendrick if i don't hear you knocking on the door you know where i usually leave the key alright? talk to you later bye """,1239,326,0.263,['you'],[77]
Kendrick Lamar,BLOOD.,DAMN.,14/04/2017,"is it wickedness? is it weakness? you decide are we gonna live or die? so i was takin' a walk the other day and i seen a womana blind womanpacin' up and down the sidewalk she seemed to be a bit frustrated as if she had dropped somethin' and havin' a hard time findin' it so after watching her struggle for a while i decide to go over and lend a helping hand you know? ""hello ma'am can i be of any assistance? it seems to me that you have lost something i would like to help you find it "" she replied ""oh yes you have lost something you've lost your life"" is it wickedness? lamar stated his views on police brutality with that line in the song quote ""and we hate the popo wanna kill us in the street fosho "" oh please ugh i don't like it",150,103,0.687,['it'],[7]
Kendrick Lamar,Institutionalized,To Pimp a Butterfly,15/03/2015,what money got to do with it when i don't know the full definition of a rap image? i'm trapped inside the ghetto and i ain't proud to admit it institutionalized i keep runnin' back for a visit hol' up get it back i said i'm trapped inside the ghetto and i ain't proud to admit it institutionalized i could still kill me a nigga so what? if i was the president i'd pay my mama's rent free my homies and them bulletproof my chevy doors lay in the white house and get high lord who ever thought? master take the chains off me life can be like a box of chocolate quid pro quo somethin' for somethin' that's the obvious oh shit flow's so sick don't you swallow it bitin' my style you're salmonella poison positive i can just alleviate the rap industry politics milk the game up never lactose intolerant the last remainder of real shit you know the obvious me scholarship? no streets put me through colleges be all you can be true but the problem is a dream's only a dream if work don't follow it remind me of the homies that used to know me now follow this i'll tell you my hypothesis i'm probably just way too loyal k dizzle would do it for you my niggas think i'm a god truthfully all of 'em spoiled usually you're never charged but somethin' came over you once i took you to the fuckin' bet awards you lookin' at artists like the harvests so many rollies around you and you want all of them somebody told me you thinkin' 'bout snatchin' jewelry i should've listened what my grandmama said to me shit don't change until you get up and wash your ass nigga shit don't change until you get up and wash your ass shit don't change until you get up and wash your ass nigga oh now slow down and once upon a time in a city so divine called west side compton there stood a little nigga he was 5 foot something god bless the kid took his homie to the show and this is what they said what i'm s'posed to do when i'm lookin' at walkin' licks? the convicts talk 'bout matchin' money and foreign whips the private jets and passports presidential glass floor gold bottles gold models sniffin' up the ass for instagram flicks suck a dick fuck is this? one more suck away from wavin' flashy wrist my defense mechanism tell me to get him quickly because he got it it's the recession then why the fuck he in king of diamonds? no more livin' poor meet my 44 when i see 'em put the per diem on the floor now kendrick know they're your co-workers but it's gon' take a lot for this pistol go cold turkey now i can watch his watch on the tv and be okay but see i'm on the clock once that watch landin' in la remember steal from the rich and givin' it back to the poor? well that's me at these awards i guess my grandmama was warnin' a boy she said shit don't change until you get up and wash your ass nigga shit don't change until you get up and wash your ass shit don't change until you get up and wash your ass nigga oh now slow down and once upon a time in a city so divine called west side compton there stood a little nigga he was 5 foot something dazed and confused talented but still under the neighborhood ruse you can take your boy out the hood but you can't take the hood out the homie took his show money stashed it in the mozey wozey hollywood's nervous fuck you goodnight thank you much for your service,641,291,0.454,['the'],[33]
Kendrick Lamar,​good kid,"good kid, m.A.A.d city (Deluxe Version)",22/10/2012,"mass hallucination baby ill education baby wanna reconnect with your elations this is your station baby look inside these walls and you'll see them having withdrawals of a prisoner on his way trapped inside your desire to fire bullets that stray track attire just tell you i'm tired and ran away i should ask a choir what do you require to sing a song that acquire me to have faith as the record spin i should pray for the record i recognize that i'm easily prey i got ate alive yesterday i got animosity building it's probably big as a building me jumping off of the roof is me just playing it safe but what am i supposed to do when the topic is red or blue and you understand that i ain't but know i'm accustomed to just a couple that look for trouble and live in the street with rank no better picture to paint than me walking from bible study and called his homies because he had said he noticed my face from a function that tooken place they was wondering if i bang step on my neck and get blood on your nike checks i don't mind cause one day you'll respect the good kid m a a d city mass hallucination baby ill education baby wanna reconnect with your elations this is your station baby all i see is strobe lights blinding me in my hindsight finding me by myself promise me you can help in all honesty i got time to be copastetic until you had finally made decision to hold me against my will it was like a head on collision that folded me standing still i can never pick out the difference and grade a cop on the bill every time you clock in the morning i feel you just want to kill all my innocence while ignoring my purpose to persevere as a better person i know you heard this and probably in fear but what am i supposed to do with the blinking of red and blue flash from the top of your roof and your dog has to say woof and you ask ""lift up your shirt"" cause you wonder if a tattoo of affiliation can make it a pleasure to put me through gang files but that don't matter because the matter is racial profile i heard them chatter: ""he's probably young but i know that he's down"" step on his neck as hard as your bullet proof vest he don't mind he know we never respect the good kid m a a d city mass hallucination baby ill education baby wanna reconnect with your elations this is your station baby all i see in this room 20 xanies and these 'shrooms grown-up candy for pain can we live in the same society it's entirely stressful upon my brain you hired me as a victim i quietly hope for change when violence is the rhythm inspired me to obtain the silence in this room with 20 xanies and 'shrooms some grown-up candy i lost it i feel it's nothing to lose the streets sure to release the worst side of my best don't mind cause now you ever in debt to good kid m a a d city mass hallucination baby ill education baby wanna reconnect with your elations this is your station baby",566,260,0.459,['i'],[21]
